year,policy_topic,policy_topic_label,female,male,gap_pp_male_minus_female
2010,health,Health,0.1881720430107527,0.18053097345132743,-0.7641069559425256
2010,security_defense,Security/Defense,0.07692307692307693,0.12108559498956159,4.416251806648466
2011,climate_environment,Climate/Environment,0.41379310344827586,0.23920265780730898,-17.459044564096686
2011,economy,Economy,0.1905972045743329,0.23848019401778497,4.788298944345207
2011,education,Education,0.07738095238095238,0.12947658402203857,5.209563164108618
2011,foreign_policy,Foreign Policy,0.18604651162790697,0.12704918032786885,-5.899733130003812
2011,health,Health,0.13681592039800994,0.11926605504587157,-1.7549865352138372
2011,security_defense,Security/Defense,0.08743169398907104,0.1062874251497006,1.8855731160629565
2012,climate_environment,Climate/Environment,0.37358490566037733,0.20875,-16.483490566037734
2012,economy,Economy,0.2155688622754491,0.24387608069164265,2.8307218416193547
2012,education,Education,0.11506849315068493,0.11455525606469003,-0.051323708599490536
2012,foreign_policy,Foreign Policy,0.15789473684210525,0.09375,-6.414473684210526
2012,health,Health,0.11060948081264109,0.10272277227722772,-0.7886708535413373
2012,security_defense,Security/Defense,0.10138248847926268,0.09494640122511486,-0.6436087254147821
2013,climate_environment,Climate/Environment,0.2734375,0.2349869451697128,-3.8450554830287196
2013,economy,Economy,0.20804195804195805,0.2710501419110691,6.300818386911103
2013,education,Education,0.11661807580174927,0.16779661016949152,5.117853436774225
2013,foreign_policy,Foreign Policy,0.09836065573770492,0.09395973154362416,-0.4400924194080752
2013,health,Health,0.1266233766233766,0.1443478260869565,1.7724449463579899
2013,security_defense,Security/Defense,0.26605504587155965,0.17615176151761516,-8.99032843539445
2014,climate_environment,Climate/Environment,0.1111111111111111,0.1984126984126984,8.73015873015873
2014,economy,Economy,0.1605550049554014,0.31495828367103695,15.440327871563555
2014,education,Education,0.14662273476112025,0.18457943925233644,3.7956704491216184
2014,foreign_policy,Foreign Policy,0.22137404580152673,0.09905660377358491,-12.231744202794182
2014,health,Health,0.10748560460652591,0.22688172043010751,11.939611582358161
2014,security_defense,Security/Defense,0.07692307692307693,0.14285714285714285,6.593406593406592
2015,climate_environment,Climate/Environment,0.10160427807486631,0.21746880570409982,11.58645276292335
2015,economy,Economy,0.14795918367346939,0.28695652173913044,13.899733806566106
2015,education,Education,0.08433734939759036,0.11239495798319328,2.8057608585602924
2015,foreign_policy,Foreign Policy,0.19607843137254902,0.21066666666666667,1.4588235294117653
2015,health,Health,0.10200364298724955,0.11150234741784038,0.9498704430590823
2015,security_defense,Security/Defense,0.07162534435261708,0.149,7.737465564738291
2016,climate_environment,Climate/Environment,0.05102040816326531,0.15460526315789475,10.358485499462944
2016,economy,Economy,0.15846153846153846,0.2886178861788618,13.015634771732335
2016,education,Education,0.11650485436893204,0.125,0.8495145631067957
2016,foreign_policy,Foreign Policy,0.12658227848101267,0.13861386138613863,1.203158290512596
2016,health,Health,0.12280701754385964,0.13728813559322034,1.4481118049360697
2016,security_defense,Security/Defense,0.10588235294117647,0.160075329566855,5.419297662567852
2017,climate_environment,Climate/Environment,0.11920529801324503,0.2679509632224168,14.874566520917176
2017,economy,Economy,0.17516339869281045,0.254803996925442,7.964059823263153
2017,education,Education,0.0920138888888889,0.18932038834951456,9.730649946062567
2017,foreign_policy,Foreign Policy,0.1267605633802817,0.20816326530612245,8.140270192584076
2017,health,Health,0.08333333333333333,0.14091470951792337,5.7581376184590045
2017,security_defense,Security/Defense,0.08333333333333333,0.14405594405594405,6.072261072261072
2018,climate_environment,Climate/Environment,0.10824742268041238,0.18104906937394247,7.2801646693530095
2018,economy,Economy,0.13287514318442153,0.22362425516999648,9.074911198557494
2018,education,Education,0.08196721311475409,0.1204644412191582,3.8497228104404106
2018,foreign_policy,Foreign Policy,0.038461538461538464,0.1308411214953271,9.237958303378862
2018,health,Health,0.08555133079847908,0.14313346228239845,5.758213148391937
2018,security_defense,Security/Defense,0.04938271604938271,0.1263823064770932,7.699959042771049
2019,climate_environment,Climate/Environment,0.13829787234042554,0.2042483660130719,6.595049367264635
2019,economy,Economy,0.11387163561076605,0.2175732217573222,10.370158614655614
2019,education,Education,0.07874015748031496,0.11137440758293839,3.2634250102623428
2019,foreign_policy,Foreign Policy,0.057692307692307696,0.22580645161290322,16.811414392059554
2019,health,Health,0.06217616580310881,0.1430635838150289,8.08874180119201
2019,security_defense,Security/Defense,0.09523809523809523,0.1436893203883495,4.845122515025427
2020,climate_environment,Climate/Environment,0.07803468208092486,0.16326530612244897,8.52306240415241
2020,economy,Economy,0.10943396226415095,0.19232591189009948,8.289194962594854
2020,education,Education,0.10270270270270271,0.11727078891257996,1.456808620987725
2020,foreign_policy,Foreign Policy,0.1111111111111111,0.1527777777777778,4.166666666666669
2020,health,Health,0.05950413223140496,0.12027158098933075,6.076744875792579
2020,security_defense,Security/Defense,0.0821917808219178,0.1450980392156863,6.290625839376848
2021,climate_environment,Climate/Environment,0.06060606060606061,0.18111455108359134,12.050849047753074
2021,economy,Economy,0.110397946084724,0.18648130393096837,7.608335784624437
2021,education,Education,0.08,0.07851239669421488,-0.14876033057851235
2021,foreign_policy,Foreign Policy,0.1388888888888889,0.12299465240641712,-1.5894236482471777
2021,health,Health,0.04781997187060478,0.14844315713251266,10.062318526190788
2021,security_defense,Security/Defense,0.04739336492890995,0.12609970674486803,7.870634181595809
2022,climate_environment,Climate/Environment,0.0673758865248227,0.22572815533980584,15.835226881498315
2022,economy,Economy,0.13066202090592335,0.2600596125186289,12.939759161270556
2022,education,Education,0.07420494699646643,0.11377245508982035,3.9567508093353925
2022,foreign_policy,Foreign Policy,0.07142857142857142,0.14953271028037382,7.81041388518024
2022,health,Health,0.06086956521739131,0.13457943925233645,7.370987403494514
2022,security_defense,Security/Defense,0.16379310344827586,0.16317991631799164,-0.06131871302842151
2023,climate_environment,Climate/Environment,0.15488215488215487,0.21783876500857632,6.295661012642145
2023,economy,Economy,0.1568951279933939,0.27602905569007263,11.913392769667874
2023,education,Education,0.0728744939271255,0.12521150592216582,5.233701199504032
2023,foreign_policy,Foreign Policy,0.13636363636363635,0.21171171171171171,7.534807534807536
2023,health,Health,0.06490066225165562,0.13793103448275862,7.3030372231103
2023,security_defense,Security/Defense,0.10714285714285714,0.13807531380753138,3.0932456664674244
2024,climate_environment,Climate/Environment,0.11587982832618025,0.23395445134575568,11.807462301957543
2024,economy,Economy,0.11969696969696969,0.2869105332745703,16.721356357760058
2024,education,Education,0.07293666026871401,0.1346153846153846,6.16787243466706
2024,foreign_policy,Foreign Policy,0.06666666666666667,0.24022346368715083,17.355679702048416
2024,health,Health,0.066006600660066,0.12408759124087591,5.808099058080991
2024,security_defense,Security/Defense,0.07784431137724551,0.17739130434782607,9.954699297058056
2025,climate_environment,Climate/Environment,0.14285714285714285,0.2867132867132867,14.385614385614387
2025,economy,Economy,0.14285714285714285,0.23389021479713604,9.103307193999319
2025,education,Education,0.102803738317757,0.1834862385321101,8.06825002143531
2025,health,Health,0.07738095238095238,0.14084507042253522,6.346411804158284
2025,security_defense,Security/Defense,0.02631578947368421,0.13768115942028986,11.136536994660565
